X,Y
73,159
88,159
89,159
90,159
91,159
100,159
101,159
102,159
103,159
118,159
119,159
120,159
121,159
122,159
89,160
90,160
91,160
92,160
99,160
100,160
101,160
102,160
90,161
91,161
92,161
93,161
98,161
99,161
100,161
101,161
91,162
92,162
93,162
94,162
97,162
98,162
99,162
100,162
92,163
93,163
94,163
95,163
96,163
97,163
98,163
99,163
93,164
94,164
95,164
96,164
97,164
98,164
94,165
95,165
96,165
97,165
93,166
94,166
95,166
96,166
97,166
98,166
92,167
93,167
94,167
95,167
96,167
97,167
98,167
99,167
91,168
92,168
93,168
94,168
97,168
98,168
99,168
100,168
90,169
91,169
92,169
93,169
98,169
99,169
100,169
101,169
89,170
90,170
91,170
92,170
99,170
100,170
101,170
102,170
88,171
89,171
90,171
91,171
100,171
101,171
102,171
103,171
88,172
89,172
90,172
91,172
100,172
101,172
102,172
103,172
87,173
88,173
89,173
90,173
101,173
102,173
103,173
87,174
88,174
89,174
101,174
102,174
103,174
87,175
88,175
89,175
101,175
102,175
103,175
87,176
88,176
89,176
90,176
101,176
102,176
103,176
88,177
89,177
90,177
101,177
102,177
103,177
88,178
89,178
90,178
91,178
100,178
101,178
102,178
103,178
88,179
89,179
90,179
91,179
92,179
99,179
100,179
101,179
102,179
103,179
89,180
90,180
91,180
92,180
93,180
94,180
95,180
96,180
97,180
98,180
99,180
100,180
101,180
102,180
90,181
91,181
92,181
93,181
94,181
95,181
96,181
97,181
98,181
99,181
100,181
101,181
91,182
92,182
93,182
94,182
95,182
96,182
97,182
98,182
99,182
100,182
93,183
94,183
95,183
96,183
97,183
98,183
